script_name,test_id,test_type,tquery,fixed_query,duration,final_score,similarity
adventureworks_js3,1,jc   ,"""select sh.salesorderid, sod.salesorderdetailid, sp.businessentityid from salesorderheader sh join salesorderdetail sod on sh.salesorderid = sod.salesorderid join salesperson sp on sh.salespersonid = sp.businessentityid""","""select sh.salesorderid, sod.salesorderdetailid, sp.businessentityid from salesorderheader sh JOIN salesorderdetail sod on sh.orderdate = sod.modifieddate AND sh.salesorderid = sod.salesorderid JOIN salesperson sp on sh.salespersonid = sp.businessentityid""",16,0,0.833333333
adventureworks_js3,2,jc   ,"""select sh.salesorderid, sod.salesorderdetailid, sp.businessentityid from salesorderheader sh join salesorderdetail sod on sh.salesorderid = sod.salesorderid join salesperson sp on sh.salespersonid = sp.businessentityid""","""select sh.salesorderid, sod.salesorderdetailid, sp.businessentityid from salesorderheader sh JOIN salesorderdetail sod on sh.salesorderid = sod.salesorderid AND sh.orderdate = sod.modifieddate JOIN salesperson sp on sh.salespersonid = sp.businessentityid""",4,0,0.833333333
adventureworks_js3,3,jc   ,"""select sh.salesorderid, sod.salesorderdetailid, sp.businessentityid from salesorderheader sh join salesorderdetail sod on sh.salesorderid = sod.salesorderid join salesperson sp on sh.salespersonid = sp.businessentityid""","""select sh.salesorderid, sod.salesorderdetailid, sp.businessentityid from salesorderheader sh JOIN salesorderdetail sod on sh.orderdate = sod.modifieddate AND sh.salesorderid = sod.salesorderid LEFT JOIN salesperson sp on sh.salespersonid = sp.businessentityid""",19,0,0.75
adventureworks_js3,3,jt   ,"""select sh.salesorderid, sod.salesorderdetailid, sp.businessentityid from salesorderheader sh join salesorderdetail sod on sh.salesorderid = sod.salesorderid join salesperson sp on sh.salespersonid = sp.businessentityid""","""SELECT sh.salesorderid AS salesorderid, sod.salesorderdetailid AS salesorderdetailid, sp.businessentityid AS businessentityid FROM salesorderheader sh JOIN salesorderdetail sod ON sh.orderdate = sod.modifieddate AND sh.salesorderid = sod.salesorderid JOIN salesperson sp ON sh.salespersonid = sp.businessentityid""",19,0,0.833333333
adventureworks_js2,0,jt   ,"""select sh.salesorderid, sod.salesorderdetailid, sp.businessentityid from salesorderheader sh join salesorderdetail sod on sh.salesorderid = sod.salesorderid left join salesperson sp on sh.salespersonid = sp.businessentityid""","""SELECT sh.salesorderid AS salesorderid, sod.salesorderdetailid AS salesorderdetailid, sp.businessentityid AS businessentityid FROM salesorderheader sh JOIN salesorderdetail sod ON sh.salesorderid = sod.salesorderid LEFT JOIN salesperson sp ON sh.salespersonid = sp.businessentityid""",2,0,1
adventureworks_js2,1,jc   ,"""select sh.salesorderid, sod.salesorderdetailid, sp.businessentityid from salesorderheader sh join salesorderdetail sod on sh.salesorderid = sod.salesorderid left join salesperson sp on sh.salespersonid = sp.businessentityid""","""select sh.salesorderid, sod.salesorderdetailid, sp.businessentityid from salesorderheader sh JOIN salesorderdetail sod on sh.orderdate = sod.modifieddate AND sh.salesorderid = sod.salesorderid LEFT JOIN salesperson sp on sh.salespersonid = sp.businessentityid""",19,0,0.833333333
adventureworks_js2,2,jc   ,"""select sh.salesorderid, sod.salesorderdetailid, sp.businessentityid from salesorderheader sh join salesorderdetail sod on sh.salesorderid = sod.salesorderid left join salesperson sp on sh.salespersonid = sp.businessentityid""","""select sh.salesorderid, sod.salesorderdetailid, sp.businessentityid from salesorderheader sh JOIN salesorderdetail sod on sh.salesorderid = sod.salesorderid AND sh.orderdate = sod.modifieddate LEFT JOIN salesperson sp on sh.salespersonid = sp.businessentityid""",6,0,0.833333333
adventureworks_js2,3,jc   ,"""select sh.salesorderid, sod.salesorderdetailid, sp.businessentityid from salesorderheader sh join salesorderdetail sod on sh.salesorderid = sod.salesorderid left join salesperson sp on sh.salespersonid = sp.businessentityid""","""select sh.salesorderid, sod.salesorderdetailid, sp.businessentityid from salesorderheader sh JOIN salesorderdetail sod on sh.orderdate = sod.modifieddate AND sh.salesorderid = sod.salesorderid JOIN salesperson sp on sh.salespersonid = sp.businessentityid""",18,0,0.75
adventureworks_js2,3,jt   ,"""select sh.salesorderid, sod.salesorderdetailid, sp.businessentityid from salesorderheader sh join salesorderdetail sod on sh.salesorderid = sod.salesorderid left join salesperson sp on sh.salespersonid = sp.businessentityid""","""SELECT sh.salesorderid AS salesorderid, sod.salesorderdetailid AS salesorderdetailid, sp.businessentityid AS businessentityid FROM salesorderheader sh JOIN salesorderdetail sod ON sh.orderdate = sod.modifieddate AND sh.salesorderid = sod.salesorderid LEFT JOIN salesperson sp ON sh.salespersonid = sp.businessentityid""",18,0,0.833333333
adventureworks_jm5,0,jt   ,"""select p.productid,pv.businessentityid, pm.productmodelid, u.unitmeasurecode from product p left join productvendor pv on p.productid = pv.productid join vendor v on pv.businessentityid = v.BusinessEntityID join productmodel pm on pm.productmodelid = p.productmodelid join unitmeasure u on u.unitmeasurecode = p.sizeunitmeasurecode""","""SELECT p.productid AS productid, pv.businessentityid AS businessentityid, pm.productmodelid AS productmodelid, u.unitmeasurecode AS unitmeasurecode FROM product p LEFT JOIN productvendor pv ON p.productid = pv.productid JOIN vendor v ON pv.businessentityid = v.businessentityid JOIN productmodel pm ON pm.productmodelid = p.productmodelid JOIN unitmeasure u ON u.unitmeasurecode = p.sizeunitmeasurecode""",0,0,1
adventureworks_jm5,1,jc   ,"""select p.productid,pv.businessentityid, pm.productmodelid, u.unitmeasurecode from product p left join productvendor pv on p.productid = pv.productid join vendor v on pv.businessentityid = v.BusinessEntityID join productmodel pm on pm.productmodelid = p.productmodelid join unitmeasure u on u.unitmeasurecode = p.sizeunitmeasurecode""","""select p.productid,pv.businessentityid, pm.productmodelid, u.unitmeasurecode from product p LEFT JOIN productvendor pv on p.productid = pv.productid JOIN vendor v on pv.businessentityid = v.businessentityid JOIN productmodel pm on pm.productmodelid = p.productmodelid JOIN unitmeasure u on p.sellstartdate = u.modifieddate AND p.sizeunitmeasurecode = u.unitmeasurecode""",1,0,0.909090909
adventureworks_jm5,2,jc   ,"""select p.productid,pv.businessentityid, pm.productmodelid, u.unitmeasurecode from product p left join productvendor pv on p.productid = pv.productid join vendor v on pv.businessentityid = v.BusinessEntityID join productmodel pm on pm.productmodelid = p.productmodelid join unitmeasure u on u.unitmeasurecode = p.sizeunitmeasurecode""","""select p.productid,pv.businessentityid, pm.productmodelid, u.unitmeasurecode from product p LEFT JOIN productvendor pv on p.productid = pv.productid JOIN vendor v on pv.businessentityid = v.businessentityid JOIN productmodel pm on pm.productmodelid = p.productmodelid JOIN unitmeasure u on u.unitmeasurecode = p.sizeunitmeasurecode AND p.sellstartdate = u.modifieddate""",1,0,0.909090909
adventureworks_jm5,3,jc   ,"""select p.productid,pv.businessentityid, pm.productmodelid, u.unitmeasurecode from product p left join productvendor pv on p.productid = pv.productid join vendor v on pv.businessentityid = v.BusinessEntityID join productmodel pm on pm.productmodelid = p.productmodelid join unitmeasure u on u.unitmeasurecode = p.sizeunitmeasurecode""","""select p.productid,pv.businessentityid, pm.productmodelid, u.unitmeasurecode from product p LEFT JOIN productvendor pv on p.productid = pv.productid JOIN vendor v on pv.businessentityid = v.businessentityid JOIN productmodel pm on pm.productmodelid = p.productmodelid LEFT JOIN unitmeasure u on p.sellstartdate = u.modifieddate AND p.sizeunitmeasurecode = u.unitmeasurecode""",2,0,0.863636364
adventureworks_jm5,3,jt   ,"""select p.productid,pv.businessentityid, pm.productmodelid, u.unitmeasurecode from product p left join productvendor pv on p.productid = pv.productid join vendor v on pv.businessentityid = v.BusinessEntityID join productmodel pm on pm.productmodelid = p.productmodelid join unitmeasure u on u.unitmeasurecode = p.sizeunitmeasurecode""","""SELECT p.productid AS productid, pv.businessentityid AS businessentityid, pm.productmodelid AS productmodelid, u.unitmeasurecode AS unitmeasurecode FROM product p LEFT JOIN productvendor pv ON p.productid = pv.productid JOIN vendor v ON pv.businessentityid = v.businessentityid JOIN productmodel pm ON pm.productmodelid = p.productmodelid JOIN unitmeasure u ON p.sellstartdate = u.modifieddate AND p.sizeunitmeasurecode = u.unitmeasurecode""",2,0,0.909090909
